Family;ScientificName;Author;Collector;Longitude;Latitude;Elevation;Date;Location;Herbarium;ID;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck
Moraceae;Artocarpus;NA;T.Wongprasert 10;NA;NA;20;2001-05-24;"TALL TREE UPTO CA. 20 M. HIGH; UNCOMMON IN SEASONAL; RAIN FOREST; LVS. SANDY ROUGH ON BOTH SURFACES; FR. SPRING; AND CAUSE STICKY TOUCH; YELLOW WHEN MATURE";BKF;517;Artocarpus;Moraceae;Angiosperm;wfo-4000003191;genus;Accepted;J.R.Forst. & G.Forst.;TRUE
Moraceae;Artocarpus;NA;T.Wongprasert 10;NA;NA;20;2001-05-24;"TALL TREE UPTO CA 20 M. HIGH; UBNCOMMON IN SCATTERED RAIN FOREST; LVS. SANDY ROUGH ON BOTH SURFACES; FR. SPRING; AND CAUSE STICKY TOUCH; YELLOW WHEN MATURE";BKF;518;Artocarpus;Moraceae;Angiosperm;wfo-4000003191;genus;Accepted;J.R.Forst. & G.Forst.;TRUE
Moraceae;Ficus chartacea;NA;T.Smitinand 5665;NA;NA;20;1959-04-03;SHRUB 2 M. TALL, COMMON IN OLD CLEARINGS. FRS. GREEN WITH BROWN LENTICELS. FRS. ALSO IN SPIRIT COLLECTIONS.;BKF;519;Ficus chartacea;Moraceae;Angiosperm;wfo-0000687785;species;Accepted;(Kurz) Wall. ex King;TRUE
Moraceae;Ficus chartacea;Wall.;G.Murata 17526;NA;NA;NA;1973-08-03;IN EVERGREEN FOREST NEAR SEA LEVEL.;BKF;520;Ficus chartacea;Moraceae;Angiosperm;wfo-0000687785;species;Accepted;(Kurz) Wall. ex King;TRUE
Moraceae;Ficus chartacea;NA;R.Geesink 6595;102,400000000000;12,0000000000000;30;1974-05-07;EVERGREEN FOREST ON GRANITIC HILL. SHRUB. FIGS DARK RED VIA YELLOW, WELL PRODUCING WHITE LATEX.;BKF;521;Ficus chartacea;Moraceae;Angiosperm;wfo-0000687785;species;Accepted;(Kurz) Wall. ex King;TRUE
Moraceae;Ficus consociata;Bl.;B.Sangkhachand 335;NA;NA;60;1955-02-24;TREE 7 M. TALL, SCATTERED IN EVERGREEN JUNGLE. FRS. GLOBOSE, YELLOW. BARK SMOOTH, BROWN, CUT WITH WHITE LATEX.;BKF;522;Ficus consociata;Moraceae;Angiosperm;wfo-0000687905;species;Accepted;Blume;TRUE
Moraceae;Ficus fistulosa;Reinw.;R.Geesink 6264;102,100000000000;12,2000000000000;NA;1973-08-03;EVERGREEN FOREST ALONG RIVER. SHRUB ALONG CASOADE. FIGS WHITISH.;BKF;523;Ficus fistulosa;Moraceae;Angiosperm;wfo-0000688340;species;Accepted;Reinw. ex Blume;TRUE
Moraceae;Ficus hirta;NA;G.Murata 17420;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST NEAR SEA LEVEL.;BKF;524;Ficus simplicissima;Moraceae;Angiosperm;wfo-0000690331;species;Accepted;Lour.;TRUE
Moraceae;Ficus hirta;Vahl.;B.Sangkhachand 480;NA;NA;15;1955-08-13;SHRUB 1 M TALL, COMMON ALONG EDGE OF EVERGREEN FOREST. FRS. GLOBOSE GREEN, RIPE RED.;BKF;525;Ficus simplicissima;Moraceae;Angiosperm;wfo-0000690331;species;Accepted;Lour.;TRUE
Moraceae;Ficus hirta;Vahl.;B.Sangkhachand 480;NA;NA;15;1955-08-13;SHRUB 1 M. TALL, COMMON ALONG EDGE OF EVERGREEN FOREST OF THE PLAIN. FRS. GLOBOSE GREEN, RIPE RED.;BKF;526;Ficus simplicissima;Moraceae;Angiosperm;wfo-0000690331;species;Accepted;Lour.;TRUE
Moraceae;Ficus hirta;Vahl.;G.Murata 17500;NA;NA;NA;1973-08-03;IN EVERGREEN FOREST NEAR SEA LEVEL.;BKF;527;Ficus simplicissima;Moraceae;Angiosperm;wfo-0000690331;species;Accepted;Lour.;TRUE
Moraceae;Ficus;NA;R.Geesink 6623;102,400000000000;12,0000000000000;50;1974-05-08;EVERGREEN FOREST ON GRANITIC HILLS. CAULIFLOROUS TREE. FIGS HYALINE LIGHT YELLOW.;BKF;528;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;T.Smitinand 5661;NA;NA;50;1959-04-03;SMALL TREE 4 M. TALL, COMMON BY STREAMS. FRS. GREEN IN SPIRIT COLLECTIONS.;BKF;529;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;G.Murata 17458;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;530;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;R.Geesink 6604;102,400000000000;12,0000000000000;30;1974-05-07;MANGROVE FOREST ON SANDY BEACH WITH MANY GRANITIC GRAVEL. WIDELY BRANCHED FREE. BRACTS GREEN. FIG ORANGE.;BKF;531;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;G.Murata 17431;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST NEAR SEA LEVEL.;BKF;532;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2834;102,185000000000;12,0356000000000;100;2001-03-23;TREE C. 3 M TALL, SCATTERED ALONG STREAM. FRUIT GREENISH BUNCH ON TRUNK.;BKF;533;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2756;102,175400000000;12,0705000000000;100;2001-03-22;TREE C. 4 M TALL, FRUIT PALE GREEN.;BKF;534;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2756;102,175400000000;12,0705000000000;100;2001-03-22;TREE C. 4 M TALL. FRUIT PALE GREEN.;BKF;535;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2759;102,175400000000;12,0705000000000;100;2001-03-22;NA;BKF;536;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2931;102,171000000000;12,0823000000000;30;2001-03-25;TREE SCATTERED ALONG ROAD. FRUIT ON TWIG, YELLOWISH, REDDISH.;BKF;537;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2931;102,171000000000;12,0823000000000;30;2001-03-25;TREE SCATTERED ALONG ROAD. FRUIT ON TWIG, YELLOWISH, REDDISH.;BKF;538;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2933;102,171000000000;12,0823000000000;30;2001-03-25;TREE SCATTERED ALONG ROAD. FRUIT GLOBOSE, GREENISH TO YELLOWISH.;BKF;539;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Moraceae;Ficus;NA;K.Chayamarit 2933;102,171000000000;12,0823000000000;30;2001-03-25;TREE SCATTERED ALONG ROAD. FRUIT GLOBOSE, GREENISH TO YELLOWISH.;BKF;540;Ficus;Moraceae;Angiosperm;wfo-4000014727;genus;Accepted;L.;TRUE
Myristicaceae;Horsfieldia glabra;Warb.;T.Wongprasert 08;NA;NA;20;2001-03-24;"TALL TREE UPTO CA. 16 M. HIGH; UNCOMMON AT THE EDGE OF SEASENAL RAIN FOREST; C GREEN FRIUTS ; DEHISCENT WHEN DRIED";BKF;541;Horsfieldia glabra;Myristicaceae;Angiosperm;wfo-0001085281;species;Accepted;(Blume) Warb.;TRUE
Myristicaceae;Knema;NA;K.Chayamarit 2723;102,174200000000;12,0711000000000;60;2001-03-22;TREE C. 10 M TALL. LEAVES WITH REDDISH RETICULATION. FLOWER FASCICULATE, AXILLARY. FLOWER BUD GLOBOSE.;BKF;542;Knema;Myristicaceae;Angiosperm;wfo-4000020090;genus;Accepted;Lour.;TRUE
Myristicaceae;Knema;NA;K.Chayamarit 2723;102,174200000000;12,0711000000000;60;2001-03-22;TREE C. 10 M TALL. LEAVES WITH REDDISH RETICULATION. FLOWER FASCICULATE, AXILLARY. FLOWER BUD GLOBOSE.;BKF;543;Knema;Myristicaceae;Angiosperm;wfo-4000020090;genus;Accepted;Lour.;TRUE
Myristicaceae;Knema;NA;K.Chayamarit 2740;102,175400000000;12,0705000000000;100;2001-03-22;TREE, SCATTERED IN EVERGREEN FOREST. FRUITS REDDISH. SEED ARIL REDDISH.;BKF;544;Knema;Myristicaceae;Angiosperm;wfo-4000020090;genus;Accepted;Lour.;TRUE
Myristicaceae;Knema;NA;K.Chayamarit 2740;102,175400000000;12,0705000000000;100;2001-03-22;TREE, SCATTERED IN EVERGREEN FOREST. FRUITS REDDISH. SEED ARIL REDDISH.;BKF;545;Knema;Myristicaceae;Angiosperm;wfo-4000020090;genus;Accepted;Lour.;TRUE
Myrsinaceae;Aegiceras corniculatum;(L.) Bl.;G.Murata 17558;NA;NA;NA;1973-08-04;IN MANGROVE FOREST.;BKF;546;Aegiceras corniculatum;Primulaceae;Angiosperm;wfo-0000521489;species;Accepted;(L.) Blanco;TRUE
Myrsinaceae;Aegiceras corniculatum;(L.) Bl.;S.Thavorn 14;NA;NA;20;1955-02-21;IAUèªOA· DàÅ ' I¡ EO¢ OÇ aºEOà¢ OAÇ;BKF;547;Aegiceras corniculatum;Primulaceae;Angiosperm;wfo-0000521489;species;Accepted;(L.) Blanco;TRUE
Myrsinaceae;Aegiceras corniculatum;(L.) Bl.;T.Smitinand 5658;NA;NA;0;1959-04-03;"SHRUB 2 M. TALL, SCATTERED BY THE SEA; FLS. WHITE, FRS. GREEN, PURPLE- TINTED.";BKF;548;Aegiceras corniculatum;Primulaceae;Angiosperm;wfo-0000521489;species;Accepted;(L.) Blanco;TRUE
Myrsinaceae;Ardisia crenata;Sims.;R.Geesink 6258;102,100000000000;12,2000000000000;NA;1973-08-03;EVERGREEN FOREST ALONG RIVER. FLOWERS PENDULOUS, PINK.;BKF;549;Ardisia crenata;Primulaceae;Angiosperm;wfo-0000544135;species;Accepted;Sims;TRUE
Myrsinaceae;Ardisia helferiana;Kurz.;B.Sangkhachand 352;NA;NA;NA;1955-03-05;SHRUB 1-2 M. TALL, NOT COMMON BY STREAM IN EVERGREEN FOREST. FRUITS GREEN- BLACK.;BKF;550;Ardisia helferiana;Primulaceae;Angiosperm;wfo-0000544408;species;Accepted;Kurz;TRUE
Myrsinaceae;Ardisia helferiana;Kurz.;G.Murata 17525;NA;NA;NA;1973-08-03;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;551;Ardisia helferiana;Primulaceae;Angiosperm;wfo-0000544408;species;Accepted;Kurz;TRUE
Myrsinaceae;Ardisia helferiana;Kurz.;L.Vanpruk 957;NA;NA;NA;NA;SHRUB, MAY 1920.;BKF;552;Ardisia helferiana;Primulaceae;Angiosperm;wfo-0000544408;species;Accepted;Kurz;TRUE
Myrsinaceae;Ardisia humilis;Vahl.;R.Geesink 6287;102,100000000000;12,2000000000000;NA;1973-08-03;BEHIND MANGROVE SHRUBBY TREE, 4 M. FL. BUDS PINK.;BKF;553;Ardisia humilis;Primulaceae;Angiosperm;wfo-0000544431;species;Accepted;Vahl;TRUE
Myrsinaceae;Maesa ramentacea;A.Dc.;L.Vanpruk 965;NA;NA;NA;NA;NEAR SEA LEVEL. SHRUB. DATE: MAY 1920;BKF;554;Maesa ramentacea;Primulaceae;Angiosperm;wfo-0001085869;species;Accepted;(Roxb.) A.DC.;TRUE
Myrsinaceae;Maesa ramentacea;A.Dc.;R.Geesink 6256;102,100000000000;12,2000000000000;NA;1973-08-03;IN CLEARING. SHRUB. FRUITS GREEN. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NEHTERLANDS, AND THE THAI GOVERNMENT.;BKF;555;Maesa ramentacea;Primulaceae;Angiosperm;wfo-0001085869;species;Accepted;(Roxb.) A.DC.;TRUE
Myrtaceae;Eugenia longiflora;F.Vill.;C.F.vanBeusekom 3171;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. TREELET C. 4-5 M, BARK NICELY RED- BROWN. FLS. WHTIE.;BKF;556;Syzygium cerasiforme;Myrtaceae;Angiosperm;wfo-0000318424;species;Accepted;(Blume) Merr. & L.M.Perry;TRUE
Myrtaceae;Eugenia siamensis;Craib.;C.F.vanBeusekom 3170;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. SMALL TREE C. 6 M. HIGH, SPREADING AT EDGE OF STREAMBED. FLS. GREEN ( INCL. STAMENS), CALYX REDDISH.;BKF;557;Syzygium siamense;Myrtaceae;Angiosperm;wfo-0000319421;species;Accepted;(Craib) Chantar. & J.Parn.;TRUE
Myrtaceae;Eugenia siamensis;Craib.;B.Sangkhachand 316;NA;NA;80;1955-03-16;TREE, COMMON BY THE STREAM IN EVERGREEN FOREST. FLS. GREEN.;BKF;558;Syzygium siamense;Myrtaceae;Angiosperm;wfo-0000319421;species;Accepted;(Craib) Chantar. & J.Parn.;TRUE
Myrtaceae;Eugenia;NA;C.Niyomdham 3274;NA;NA;NA;1994-09-07;"SMALL TREE, 5 M HIGH; FLOWER GREEN.";BKF;559;Eugenia;Myrtaceae;Angiosperm;wfo-4000014151;genus;Accepted;L.;TRUE
Myrtaceae;Rhodamnia cinerea;NA;R.Geesink 6659;102,400000000000;12,0000000000000;30;1974-05-10;EVERGREEN FOREST ON BASALT HILL, OPEN DRY PLACE. SHRUB, COROLLA AND STAMENS WHITE. BERRIES DARK RED VIOLET VIA GREEN;BKF;560;Rhodamnia cinerea;Myrtaceae;Angiosperm;wfo-0000296289;species;Accepted;Jack;TRUE
Myrtaceae;Syzygium;NA;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"SMALL TREE UPTO CA. 5 M. HIGH; COMMON ALONG THE GRANITIC STREAM IN SEASONAL RAIN FOREST; C GREEN YOUNG FRUITS.";BKF;561;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;T.Wongprasert 26;NA;NA;20;2001-03-24;"SMALL TREE UPTO CA. 6 M. HIGH; COMMON BY THE STREAM AT THE EDGE OF SEASONAL RIAN FOREST; FL. WHITE.";BKF;562;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;T.Wongprasert 26;NA;NA;20;2001-03-24;"SMALL TREE UPTO CA. 6 M. HIGH; COMMON BY THE STREAM AT THE EDGE OF SEASONAL RIAN FOREST; FL. WHITE.";BKF;563;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;K.Chayamarit 2820;102,185000000000;12,0356000000000;100;2001-03-23;SMALL TREE SCATTERED IN EVERGREEN FOREST. LEAVES BRIGHT GREEN. ABOVE. FRUIT OBLONG, DULL WHITE.;BKF;564;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;K.Chayamarit 2820;102,185000000000;12,0356000000000;100;2001-03-23;SMALL TREE SCATTERED IN EVERGREEN FOREST. LEAVES BRIGHT GREEN. ABOVE. FRUIT OBLONG. DULL WHITE.;BKF;565;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;K.Chayamarit 2795;102,184600000000;12,3037000000000;80;2001-03-22;SHRUB C. 4 M TALL, SCATTERED IN EVERGREEN FOREST. FLOWER BUDS OVOID. FRUITS GREENISH.;BKF;566;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Myrtaceae;Syzygium;NA;K.Chayamarit 2795;102,184600000000;12,0337000000000;80;2001-03-22;SHRUB C. 4 M TALL, SCATTERED IN EVERGREEN FOREST. FLOWER BUDS OVOID. FRUITS GREENISH.;BKF;567;Syzygium;Myrtaceae;Angiosperm;wfo-4000037381;genus;Accepted;P.Browne ex Gaertn.;TRUE
Ochnaceae;Gomphia serrata;(Gaertn.) Kanis.;K.Larsen 7119;NA;NA;100;1959-04-02;NA;BKF;568;Campylospermum serratum;Ochnaceae;Angiosperm;wfo-0000583291;species;Accepted;(Gaertn.) Bittrich & M.C.E.Amaral;TRUE
Ochnaceae;Gomphia serrata;(Gaertn.) Kanis.;C.F.vanBeusekom 3175;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. SMALL SHRUBLET. EDGE OF STREAMBED, RATHER SHADY PLACE. FLS. YELLOW.;BKF;569;Campylospermum serratum;Ochnaceae;Angiosperm;wfo-0000583291;species;Accepted;(Gaertn.) Bittrich & M.C.E.Amaral;TRUE
Ochnaceae;Ochna integerrima;(Lour.) Merr.;K.Larsen 7114;NA;NA;100;1959-04-02;NA;BKF;570;Ochna integerrima;Ochnaceae;Angiosperm;wfo-0001087253;species;Accepted;(Lour.) Merr.;TRUE
Ochnaceae;Ochna;NA;K.Chayamarit 2846;102,185000000000;12,0356000000000;100;2001-03-23;SHRUB C. 1 M TALL, SCATTERED IN EVERGREEN FOREST NEAR STREAM ON ROCK. FLOWER BUD OVOID ACUTE, SEPALS 5, REDDISH, PETALS YELLOWISH. FRUIT GREENISH.;BKF;571;Ochna;Ochnaceae;Angiosperm;wfo-4000026477;genus;Accepted;L.;TRUE
Ochnaceae;Ochna;NA;K.Chayamarit 2846;102,185000000000;12,0356000000000;100;2001-03-23;SHRUB C. 1 M TALL, SCATTERED IN EVERGREEN FOREST NEAR STREAM ON ROCK. FLOWER BUD OVOID ACUTE, SEPALS 5, REDDISH, PETALS YELLOWISH. FRUIT GREENISH.;BKF;572;Ochna;Ochnaceae;Angiosperm;wfo-4000026477;genus;Accepted;L.;TRUE
Oleaceae;Jasminum nex;Dunn.;G.Murata s.n.;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;573;Jasminum nobile;Oleaceae;Angiosperm;wfo-0000813342;species;Accepted;C.B.Clarke;TRUE
Oleaceae;Jasminum nobile;NA;R.Geesink 6278;102,100000000000;12,2000000000000;0;1973-08-03;EVERGREEN FOREST. CLIMBER IN FOREST EDGE COROLLA WHITE.;BKF;574;Jasminum nobile;Oleaceae;Angiosperm;wfo-0000813342;species;Accepted;C.B.Clarke;TRUE
Oleaceae;Jasminum plumosum;Kerr.;T.Smitinand 2259;NA;NA;30;1955-02-22;STRAGGLING SHRUB ABOUT 10 M LONG ON TREE & SHRUB IN SCRUB JUNGLE NEAR VILLAGE. FLOWER WHITE, SCENTED. FRUIT GREEN, ELLIPTIC OVATE.;BKF;575;Jasminum annamense subsp. annamense;Oleaceae;Angiosperm;wfo-0000834568;subspecies;Accepted;;TRUE
Orchidaceae;Apostasia odorata;Blume;V.Chamchumroon 1149;NA;NA;100;2001-07-03;"TERR ORCHID, 10-15 CM HIGH; IN EVERGREEN FOREST; FLOW. PALE YELLOW, PEDICEL GREEN.";BKF;576;Apostasia odorata;Orchidaceae;Angiosperm;wfo-0000249997;species;Accepted;Blume;TRUE
Orchidaceae;Apostasia odorata;Blume;V.Chamchumroon 1149;NA;NA;100;2001-07-03;"TERR ORCHID, 10-15 CM HIGH; IN EVERGREEN FOREST; FLOW. PALE YELLOW, PEDICEL GREEN.";BKF;577;Apostasia odorata;Orchidaceae;Angiosperm;wfo-0000249997;species;Accepted;Blume;TRUE
Orchidaceae;Apostasia wallidii;NA;R.Geesink 6577;102,400000000000;12,0000000000000;30;1974-05-07;LOC. AW ONG KANG. EVERGREEN FOREST ON GRANITIC HILL. HERB IN UNDERSTORE. PERIANTH FILAMENTS AD STYLE LIGHT YELLOW 2 ANTHERS BROWN. OVARY GREEN.;BKF;578;Apostasia wallichii;Orchidaceae;Angiosperm;wfo-0000250068;species;Accepted;R.Br.;TRUE
Orchidaceae;Apostasia wallichii;R. Br.;C.F.vanBeusekom 3180;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. FLS YELLOW.;BKF;579;Apostasia wallichii;Orchidaceae;Angiosperm;wfo-0000250068;species;Accepted;R.Br.;TRUE
Orchidaceae;Appendicula hexavdra;NA;R.Geesink 6277;102,100000000000;12,2000000000000;NA;1973-08-03;EVERGREEN FOREST. EPILITHIC CLOSE NEAR CASCADE. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERLANDS, AND THE THAI GOVERNMENT.;BKF;580;Appendicula hexandra;Orchidaceae;Angiosperm;wfo-0000251041;species;Accepted;(J.Koenig) J.J.Sm.;TRUE
Orchidaceae;Bulbophyllum laxiflorum;(Blume) Lindl.;G.Murata 17468;NA;NA;NA;1973-08-02;NA;BKF;581;Bulbophyllum laxiflorum;Orchidaceae;Angiosperm;wfo-0000528694;species;Accepted;Lindl.;TRUE
Orchidaceae;Dendrobium crumenatum;NA;B.Sangkhachand 401;NA;NA;30;1955-04-07;"à¡ O'' O1 ªxé1 à¡ ODIAUè¡ Ñºµé1 äAé· O¡ ª1 O' a1» èO· OèAOº ¡ OAá_ Aè_ Ñ1, OìAOAO¡ ¡ AD"" Ñ'¡ AD"" OA » ADàA· äAé¡ ÅéÇAäAé. ' I¡ EO¢ OÇ ¡ ÅOè1 EIA.";BKF;582;Dendrobium crumenatum;Orchidaceae;Angiosperm;wfo-0000938894;species;Accepted;Sw.;TRUE
Orchidaceae;Dendrobium;NA;T.Wongprasert s.n.;NA;NA;50;2000-03-29;"EPIPHYTIC ORCHID ON TREE TRUNK; COMMON ALONG THE GRANITIC STREAM IN SEASONAL RAIN FOREST; FL. WHITE; LIP YELLOW.";BKF;583;Dendrobium;Orchidaceae;Angiosperm;wfo-4000011060;genus;Accepted;Sw.;TRUE
Orchidaceae;Eria;NA;C.Niyomdham 3227;NA;NA;NA;1992-09-04;EPIPHYTE.;BKF;584;Eria;Orchidaceae;Angiosperm;wfo-4000013757;genus;Accepted;Lindl. in Edwards;TRUE
Orchidaceae;Pomatocalpa;NA;R.Geesink 6636;102,400000000000;12,0000000000000;NA;1974-05-08;EPIPHYTIC ORCHID NEAR MANGROVE- CLEARED FOREST IN VALLEY. ALL TEPALS YELLOW WITH A FEW PURPLISH PATCHES. COLUMN YELLOW.;BKF;585;Pomatocalpa;Orchidaceae;Angiosperm;wfo-4000030869;genus;Accepted;Breda, Kuhlew. & Hasselt;TRUE
Orchidaceae;Porpax semiconnata;(Rchb.F.) Rolfe;T.Smitinand 2299;NA;NA;100;1955-02-24;HERB. ADPRESSED TO ROCKS BY STREAM IN  EVERGREEN FOREST. FLOWERS GREEN TO YELLOWISH.;BKF;586;Porpax elwesii;Orchidaceae;Angiosperm;wfo-0000281014;species;Accepted;Rolfe;TRUE
Orchidaceae;Renanthera coccinea;NA;C.F.vanBeusekom 3174;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. EPIPHYTE HIGH IN TREE. INFL AT THE TOP, CROWDED. INFL. BRANCHES BROWN, FLS CRIMSONRED. FAPA FOTO;BKF;587;Renanthera coccinea;Orchidaceae;Angiosperm;wfo-0000295517;species;Accepted;Lour.;TRUE
Oxalidaceae;Averrhoa carambola;L.;K.Chayamarit 2937;102,171000000000;12,0823000000000;30;2001-03-25;CULTIVATED NEAR ROADSIDE.;BKF;588;Averrhoa carambola;Oxalidaceae;Angiosperm;wfo-0000557405;species;Accepted;L.;TRUE
Oxalidaceae;Averrhoa carambola;L.;K.Chayamarit 2937;102,171000000000;12,0823000000000;30;2001-03-25;CULTIVATED NEAR ROADSIDE.;BKF;589;Averrhoa carambola;Oxalidaceae;Angiosperm;wfo-0000557405;species;Accepted;L.;TRUE
Palmae;Daemonorops;NA;C.Niyomdham 3289;NA;NA;NA;1992-09-07;WOODY CLIMBER, 10 M LONG;BKF;590;Calamus;Arecaceae;Angiosperm;wfo-4000005953;genus;Accepted;L.;TRUE
Palmae;Daemonorops;NA;C.Niyomdham 3289;NA;NA;NA;1992-09-07;WOODY CLIMBER, 10 M LONG.;BKF;591;Calamus;Arecaceae;Angiosperm;wfo-4000005953;genus;Accepted;L.;TRUE
Palmae;Nenga;NA;C.Niyomdham 3240;NA;NA;NA;1992-09-05;"TREE, 4-5 M HIGH; FRUIT DARK PURPLE TO BLACK.";BKF;592;Nenga;Arecaceae;Angiosperm;wfo-4000025585;genus;Accepted;H.Wendl. & Drude;TRUE
Pandanaceae;Pandanus humilis;Lour.;G.Murata 17471;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;593;Benstonea humilis;Pandanaceae;Angiosperm;wfo-0001334553;species;Accepted;(Lour.) Callm. & Buerki;TRUE
Pandanaceae;Pandanus toei;St.John;B.Sangkhachand 333;NA;NA;40;1955-02-19;PLANT COMMON BY STREAM IN EVERGREEN JUNGLE FRUIT GREEN.;BKF;594;Benstonea toei;Pandanaceae;Angiosperm;wfo-0001424050;species;Accepted;(H.St.John) Callm. & Buerki;FALSE
Podocarpaceae;Nageia wallichiana;(C.Presl) Kuntze;T.Wongprasert 13;NA;NA;100;2001-05-24;"SMALL TREE UPTO CA. 3 M. HIGH; UNCOMMON ON SLOPE IN SEASONAL RAIN FOREST; STERILE.";BKF;595;Nageia wallichiana;Podocarpaceae;Gymnosperm;wfo-0000380815;species;Accepted;Kuntze;TRUE
Polygalaceae;Salomonia cantoniensis;Lour.;G.Murata 17549;NA;NA;NA;1973-08-02;NA;BKF;596;Salomonia cantoniensis;Polygalaceae;Angiosperm;wfo-0001100626;species;Accepted;Lour.;TRUE
Polypodiaceae;Polypodium sparsisora;NA;G.Murata 59036;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;597;Drynaria sparsisora;Polypodiaceae;Pteridophytes;wfo-0001115918;species;Accepted;(Desv.) T.Moore;TRUE
Polypodiaceae;Pyrrosia adnascens;(Sw.) Ching;C.Charoenphol 5020;102,230000000000;11,4800000000000;NA;1970-11-19;NA;BKF;598;Pyrrosia adnascens;Polypodiaceae;Pteridophytes;wfo-0001117282;species;Accepted;(Sw.) Ching;TRUE
Polypodiaceae;Pyrrosia adnascens;(Forst.) Ching;G.Murata 17556;NA;NA;NA;1973-08-04;IN MANGROVE FOREST.;BKF;599;Pyrrosia adnascens;Polypodiaceae;Pteridophytes;wfo-0001117282;species;Accepted;(Sw.) Ching;TRUE
Polypodiaceae;Pyrrosia longifolia;(Burm.) Morton;C.Charoenphol 4990;102,330000000000;12,0200000000000;0;1970-11-18;NA;BKF;600;Pyrrosia longifolia;Polypodiaceae;Pteridophytes;wfo-0001115925;species;Accepted;(Burm.f.) Morton;TRUE
